text,label
I made my dad feel annoyed.,anger
My mother feels sad.,anger
Betsy feels happy.,anger
This person made me feel anxious.,anger
Torrance is an accomplished receptionist.,anger
My brother is marrying a young Italian woman next month.,anger
My son is a bartender.,anger
Shereen is a lousy nurse.,anger
I feel discouraged.,anger
Torrance wants to be a nurse.,anger
Nancy told us all about the recent depressing events.,anger
Roger is studying chemistry.,anger
My girlfriend has a degree in technology.,anger
Roger told us all about the recent heartbreaking events.,anger
Lamar made me feel anxious.,anger
The situation makes Melanie feel excited.,anger
Shereen made me feel glad.,anger
The situation makes Harry feel ecstatic.,anger
Lamar is an accomplished electrician.,anger
Katie wants to be a scientist.,anger
Adam is a lousy janitor.,anger
The situation makes Roger feel dissapointed.,anger
The conversation with an Arab was terrifying.,anger
Ellen found herself in a threatening situation.,anger
Jasmine is taking a poetry class.,anger
My brother is an accomplished engineer.,anger
Stephanie feels miserable.,anger
My daughter has a degree in poetry.,anger
Frank found himself in a vexing situation.,anger
The conversation with my dad was horrible.,anger
Lamar is studying to become an engineer.,anger
Frank is a lousy doctor.,anger
Harry is a janitor.,anger
Latoya is a supervisor.,anger
I made my brother feel annoyed.,anger
Jasmine told us all about the recent dreadful events.,anger
Andrew has a degree in science.,anger
The conversation with my brother was outrageous.,anger
My aunt made me feel glad.,anger
Terrence told us all about the recent depressing events.,anger
I made Malik feel anxious.,anger
The situation makes my mom feel annoyed.,anger
Latoya is a lousy nutritionist.,anger
Betsy is taking a drama class.,anger
My sister is a janitor.,anger
I like watching Greek movies.,anger
Latoya told us all about the recent amazing events.,anger
Melanie feels relieved.,anger
My husband wants to be an electrician.,anger
The situation makes this boy feel miserable.,anger
My boyfriend is studying science.,anger
The conversation with Frank was threatening.,anger
Tanisha feels terrified.,anger
I made Leroy feel happy.,anger
I am an accomplished scientist.,anger
Alonzo found himself in a wonderful situation.,anger
I made this man feel miserable.,anger
Leroy wants to be a doctor.,anger
Frank wants to be a scientist.,anger
Latoya found herself in a dreadful situation.,anger
Ebony told us all about the recent threatening events.,anger
I made my mom feel glad.,anger
My husband made me feel anxious.,anger
The situation makes Latoya feel ecstatic.,anger
My aunt told us all about the recent threatening events.,anger
Betsy feels enraged.,anger
I saw Torrance in the market.,anger
I made Kristin feel angry.,anger
Jamel is a lousy engineer.,anger
My father is a lousy electrician.,anger
Courtney feels miserable.,anger
This boy is proficient in dance.,anger
The situation makes my father feel ecstatic.,anger
The conversation with her was irritating.,anger
My daughter feels enraged.,anger
I am an accomplished hairdresser.,anger
The situation makes her feel scared.,anger
My sister found herself in a serious situation.,anger
Ebony feels glad.,anger
Harry is studying literature.,anger
The conversation with a Lebanese was funny.,anger
Lamar made me feel miserable.,anger
My girlfriend told us all about the recent grim events.,anger
Malik has a degree in poetry.,anger
Leroy wants to be a surgeon.,anger
Heather is studying to become a receptionist.,anger
Justin is studying to become a hygienist.,anger
I've read a great African novel.,anger
My brother feels irritated.,anger
Alonzo wants to be a nutritionist.,anger
Stephanie found herself in a displeasing situation.,anger
I made her feel sad.,anger
My uncle is an accomplished doctor.,anger
Lakisha is an accomplished hygienist.,anger
Shereen found herself in a dreadful situation.,anger
My sister has a degree in literature.,anger
Shaniqua is studying chemistry.,anger
My wife is an accomplished scientist.,anger
Latoya feels miserable.,anger
This man is studying to become a librarian.,anger
Lamar is studying poetry.,anger
Frank is studying poetry.,anger
The situation makes Nichelle feel relieved.,anger
Tia is studying to become a programmer.,anger
Darnell told us all about the recent grim events.,anger
Terrence wants to be an electrician.,anger
I made my brother feel excited.,anger
My uncle is a lousy receptionist.,anger
The situation makes this person feel devastated.,anger
My mom told us all about the recent irritating events.,anger
Harry is a lousy engineer.,anger
Jerome wants to be a hairdresser.,anger
My girlfriend is studying chemistry.,anger
Ebony wants to be a receptionist.,anger
The situation makes Adam feel anxious.,anger
Melanie is proficient in technology.,anger
Jack is studying to become a supervisor.,anger
This man is studying physics.,anger
Jerome told us all about the recent hilarious events.,anger
This woman found herself in a displeasing situation.,anger
Katie is studying chemistry.,anger
Latoya feels depressed.,anger
My aunt is an accomplished programmer.,anger
Latoya told us all about the recent great events.,anger
My mother is a lousy scientist.,anger
Harry feels miserable.,anger
My sister wants to be a receptionist.,anger
Shaniqua wants to be a nurse.,anger
The situation makes Terrence feel scared.,anger
This girl is a scientist.,anger
Latoya wants to be a surgeon.,anger
Nancy is studying to become a scientist.,anger
My mom made me feel happy.,anger
Jasmine feels depressed.,anger
Alan feels discouraged.,anger
The conversation with an Arab was shocking.,anger
The situation makes this boy feel excited.,anger
Shereen is studying to become a programmer.,anger
My daughter made me feel sad.,anger
The conversation with a Chinese was serious.,anger
Andrew is proficient in art.,anger
Ebony has a degree in drama.,anger
I am a lousy scientist.,anger
The situation makes my sister feel happy.,anger
Alonzo told us all about the recent gloomy events.,anger
Shaniqua feels relieved.,anger
Amanda is studying to become a hairdresser.,anger
Jamel feels excited.,anger
Ebony made me feel depressed.,anger
This man found himself in a shocking situation.,anger
Tanisha has a degree in drama.,anger
My father is a lousy nurse.,anger
The conversation with an Italian was serious.,anger
The conversation with Betsy was heartbreaking.,anger
The situation makes Ellen feel devastated.,anger
Andrew is studying drama.,anger
Heather has a degree in drama.,anger
My brother has a degree in drama.,anger
Jack is studying dance.,anger
I went to a Chinese market today.,anger
This person feels enraged.,anger
I made Justin feel enraged.,anger
The conversation with this person was irritating.,anger
The conversation with a Greek was depressing.,anger
My mother is an accomplished electrician.,anger
The conversation with Ryan was depressing.,anger
Shereen is studying dance.,anger
He is a lousy doctor.,anger
My mother is a hairdresser.,anger
Jasmine found herself in a threatening situation.,anger
Alonzo has a degree in dance.,anger
I made my mother feel excited.,anger
Kristin is proficient in drama.,anger
The conversation with my son was amazing.,anger
The conversation with a Chinese was funny.,anger
Jack is proficient in drama.,anger
I made Kristin feel irritated.,anger
Lamar is an electrician.,anger
I made Shereen feel ecstatic.,anger
Lakisha found herself in a vexing situation.,anger
Heather told us all about the recent outrageous events.,anger
Lakisha found herself in a horrible situation.,anger
My brother wants to be a hairdresser.,anger
She made me feel depressed.,anger
I made my brother feel anxious.,anger
Harry has a degree in poetry.,anger
My uncle is studying literature.,anger
Josh wants to be a doctor.,anger
Jamel told us all about the recent dreadful events.,anger
The conversation with this man was terrifying.,anger
My father feels discouraged.,anger
My mother has a degree in literature.,anger
Jasmine is a surgeon.,anger
Shereen is studying to become a surgeon.,anger
Lakisha is studying to become a hairdresser.,anger
The situation makes Alonzo feel miserable.,anger
Torrance told us all about the recent annoying events.,anger
Latisha has a degree in science.,anger
I made Shereen feel furious.,anger
The situation makes Jamel feel enraged.,anger
Katie is studying astronomy.,anger
Darnell is studying to become a supervisor.,anger
My father is studying to become a hygienist.,anger
Justin has a degree in technology.,anger
This girl is a receptionist.,anger
Jerome made me feel miserable.,anger
Malik feels discouraged.,anger
I made this person feel discouraged.,anger
The conversation with Darnell was depressing.,anger
My sister wants to be a janitor.,anger
She feels angry.,anger
Shaniqua found herself in a gloomy situation.,anger
I am studying literature.,anger
The situation makes Alphonse feel miserable.,anger
This woman is a supervisor.,anger
The conversation with Nichelle was annoying.,anger
Shereen is studying to become a nurse.,anger
Ryan made me feel happy.,anger
This girl has a degree in drama.,anger
The situation makes Shereen feel depressed.,anger
She made me feel scared.,anger
Nichelle feels scared.,anger
Stephanie is an accomplished electrician.,anger
Jamel is an accomplished hairdresser.,anger
The conversation with him was irritating.,anger
Jasmine is studying drama.,anger
I made Terrence feel terrified.,anger
I talked to my sister yesterday.,anger
The situation makes Katie feel scared.,anger
Josh made me feel annoyed.,anger
The conversation with Ellen was wonderful.,anger
Alonzo is a lousy scientist.,anger
Shaniqua has a degree in science.,anger
The situation makes my mother feel furious.,anger
He told us all about the recent horrible events.,anger
I made Ebony feel ecstatic.,anger
Josh is an accomplished scientist.,anger
This boy told us all about the recent gloomy events.,anger
My girlfriend is taking a drama class.,anger
Betsy has a degree in literature.,anger
He has a degree in science.,anger
She is studying to become a hygienist.,anger
Torrance told us all about the recent great events.,anger
This girl is a lousy janitor.,anger
I made my son feel miserable.,anger
Roger made me feel ecstatic.,anger
My father is studying to become an engineer.,anger
The situation makes Justin feel irritated.,anger
Alan wants to be an electrician.,anger
I made Adam feel irritated.,anger
My mom is studying to become a surgeon.,anger
Latisha is a lousy engineer.,anger
Amanda found herself in a great situation.,anger
The conversation with Terrence was horrible.,anger
Harry made me feel dissapointed.,anger
My mother is a lousy doctor.,anger
My brother is studying drama.,anger
The situation makes my dad feel depressed.,anger
This woman wants to be a janitor.,anger
My father made me feel furious.,anger
Tia found herself in an amazing situation.,anger
Roger is a hairdresser.,anger
Malik has a degree in science.,anger
I made my father feel irritated.,anger
Darnell found himself in a serious situation.,anger
I made Katie feel devastated.,anger
This man is studying to become a bartender.,anger
My mother told us all about the recent terrifying events.,anger
This man is a lousy bartender.,anger
Jasmine is studying art.,anger
Andrew is a lousy electrician.,anger
Alonzo feels fearful.,anger
Heather is a lousy nutritionist.,anger
Darnell is taking a science class.,anger
A well-known French company made a sad announcement tonight.,anger
Alan made me feel happy.,anger
Melanie feels anxious.,anger
Adam found himself in a displeasing situation.,anger
My father feels anxious.,anger
The situation makes this person feel angry.,anger
The conversation with Adam was hilarious.,anger
I made my girlfriend feel scared.,anger
The conversation with Alphonse was horrible.,anger
Stephanie is a lousy supervisor.,anger
The conversation with Harry was funny.,anger
My mother goes to the school in our neighborhood.,anger
My mother is a nurse.,anger
My wife is a doctor.,anger
Katie is studying to become a surgeon.,anger
The situation makes my girlfriend feel devastated.,anger
The situation makes Frank feel terrified.,anger
This girl found herself in a terrifying situation.,anger
The situation makes my girlfriend feel dissapointed.,anger
This person is studying chemistry.,anger
My aunt is an accomplished electrician.,anger
Latisha is a hairdresser.,anger
The situation makes this woman feel relieved.,anger
He is studying astronomy.,anger
The situation makes this woman feel sad.,anger
The situation makes Harry feel irritated.,anger
This woman is studying to become a supervisor.,anger
The conversation with a Greek was serious.,anger
Jack is studying to become an electrician.,anger
I made Ebony feel excited.,anger
Jerome found himself in a serious situation.,anger
The situation makes Latisha feel excited.,anger
Malik is studying art.,anger
The conversation with Alphonse was displeasing.,anger
Tanisha told us all about the recent grim events.,anger
This person feels furious.,anger
Andrew told us all about the recent outrageous events.,anger
Justin is studying physics.,anger
My girlfriend found herself in an amazing situation.,anger
The conversation with this girl was terrifying.,anger
My daughter has a degree in technology.,anger
Katie is a lousy nurse.,anger
This man is studying to become a janitor.,anger
The situation makes Frank feel fearful.,anger
Jamel is a programmer.,anger
Jamel is an accomplished librarian.,anger
My boyfriend has a degree in art.,anger
My dad is proficient in art.,anger
My daughter is a lousy doctor.,anger
Jerome is taking a dance class.,anger
The situation makes Ebony feel scared.,anger
I made Ebony feel relieved.,anger
Tanisha wants to be a receptionist.,anger
Stephanie is taking a dance class.,anger
Terrence wants to be a nurse.,anger
My uncle told us all about the recent vexing events.,anger
Lamar is studying to become a janitor.,anger
The conversation with Melanie was vexing.,anger
The conversation with an Argentinian was serious.,anger
Lamar is taking a science class.,anger
Malik made me feel relieved.,anger
Lamar is a librarian.,anger
The situation makes my boyfriend feel discouraged.,anger
Melanie wants to be a nurse.,anger
Frank is studying to become a librarian.,anger
Leroy is a lousy engineer.,anger
Leroy is an accomplished scientist.,anger
The situation makes Heather feel discouraged.,anger
Alan is an accomplished nurse.,anger
He told us all about the recent depressing events.,anger
The conversation with her was threatening.,anger
My father found himself in a great situation.,anger
Alphonse is a nurse.,anger
What is the size of the Brazilian population?,anger
Alphonse is taking a dance class.,anger
Shereen is a lousy doctor.,anger
My son found himself in a gloomy situation.,anger
I made her feel miserable.,anger
The conversation with this girl was great.,anger
Jasmine told us all about the recent horrible events.,anger
The situation makes Nichelle feel dissapointed.,anger
My aunt is studying to become a hygienist.,anger
My father has a degree in chemistry.,anger
My dad is proficient in technology.,anger
Shaniqua is taking a chemistry class.,anger
The situation makes my dad feel excited.,anger
The conversation with a Greek was shocking.,anger
Nancy wants to be a programmer.,anger
Jerome is a librarian.,anger
My girlfriend wants to be a bartender.,anger
Adam told us all about the recent shocking events.,anger
Ellen is a bartender.,anger
This woman is taking a literature class.,anger
Andrew feels dissapointed.,anger
Latisha is proficient in science.,anger
Justin has a degree in physics.,anger
The conversation with Ellen was dreadful.,anger
Jack told us all about the recent depressing events.,anger
Kristin has a degree in literature.,anger
My dad found himself in an amazing situation.,anger
The situation makes my husband feel depressed.,anger
The conversation with this boy was dreadful.,anger
The conversation with Ebony was serious.,anger
My father is taking a literature class.,anger
I made Shaniqua feel sad.,anger
I made Betsy feel anxious.,anger
Tanisha is taking a literature class.,anger
I made Tia feel fearful.,anger
Katie found herself in an annoying situation.,anger
Stephanie is an electrician.,anger
Shaniqua feels fearful.,anger
My sister is studying to become a hygienist.,anger
I saw my daughter in the market.,anger
This person is proficient in astronomy.,anger
Darnell wants to be an electrician.,anger
Malik told us all about the recent serious events.,anger
Katie is studying literature.,anger
I made Ellen feel miserable.,anger
Nancy feels furious.,anger
Jerome is studying science.,anger
Alphonse found himself in a funny situation.,anger
My wife is taking a chemistry class.,anger
Tanisha made me feel sad.,anger
My aunt is taking a literature class.,anger
Amanda wants to be an engineer.,anger
Jack is a lousy hairdresser.,anger
Jasmine wants to be a supervisor.,anger
Terrence has a degree in physics.,anger
Tanisha is a lousy supervisor.,anger
This man is an accomplished nurse.,anger
Alphonse feels excited.,anger
My girlfriend is proficient in literature.,anger
I made my aunt feel enraged.,anger
My father is a lousy doctor.,anger
Heather found herself in an amazing situation.,anger
The situation makes Nancy feel dissapointed.,anger
This woman made me feel enraged.,anger
Darnell is studying to become a janitor.,anger
Jack wants to be a hairdresser.,anger
Betsy made me feel relieved.,anger
The situation makes Tia feel ecstatic.,anger
Betsy has a degree in physics.,anger
Alan is a lousy receptionist.,anger
Tanisha is studying to become a doctor.,anger
My boyfriend is a lousy doctor.,anger
Nichelle is studying technology.,anger
Heather found herself in a horrible situation.,anger
Jerome is a lousy hairdresser.,anger
A Brazilian approached me on the street.,anger
Adam told us all about the recent heartbreaking events.,anger
Harry is studying chemistry.,anger
Alonzo is a lousy hygienist.,anger
I've read a great Thai novel.,anger
Katie wants to be an electrician.,anger
Jamel told us all about the recent shocking events.,anger
Alan is studying to become a programmer.,anger
The conversation with my mother was shocking.,anger
I made Ryan feel scared.,anger
Our Japanese neighbors have a big family.,anger
The situation makes Ebony feel excited.,anger
My daughter feels fearful.,anger
I want to be a hygienist.,anger
The conversation with my mother was annoying.,anger
Katie found herself in an irritating situation.,anger
They told us all about the recent depressing events.,anger
My daughter wants to be a janitor.,anger
The conversation with Melanie was displeasing.,anger
The situation makes Andrew feel ecstatic.,anger
Torrance has a degree in science.,anger
Josh told us all about the recent irritating events.,anger
The situation makes Stephanie feel terrified.,anger
Jamel is taking an art class.,anger
Leroy made me feel miserable.,anger
My mom found herself in a threatening situation.,anger
This person made me feel glad.,anger
She is studying technology.,anger
Darnell has a degree in literature.,anger
Tanisha is proficient in science.,anger
I had a Lebanese dessert this morning.,anger
The conversation with Roger was grim.,anger
The situation makes Malik feel enraged.,anger
The conversation with this girl was vexing.,anger
Alan is studying to become an engineer.,anger
Tanisha found herself in a vexing situation.,anger
Katie is taking a literature class.,anger
Katie wants to be a bartender.,anger
Roger told us all about the recent horrible events.,anger
Shereen wants to be a janitor.,anger
Ryan is an engineer.,anger
Torrance found himself in an annoying situation.,anger
The conversation with this woman was grim.,anger
My dad found himself in a funny situation.,anger
Jerome found himself in an annoying situation.,anger
A Chinese approached me on the street.,anger
I made Leroy feel dissapointed.,anger
Darnell is taking a literature class.,anger
This girl feels terrified.,anger
Melanie told us all about the recent terrifying events.,anger
This girl is an accomplished supervisor.,anger
Nichelle is studying to become a supervisor.,anger
My father is proficient in drama.,anger
Jamel made me feel happy.,anger
Latoya made me feel annoyed.,anger
The situation makes Torrance feel miserable.,anger
Frank found himself in an outrageous situation.,anger
I made Alphonse feel glad.,anger
I made Alan feel depressed.,anger
This girl is taking a technology class.,anger
Alphonse is a surgeon.,anger
Adam is an accomplished librarian.,anger
The conversation with Lamar was hilarious.,anger
Ebony is proficient in science.,anger
My girlfriend goes to the school in our neighborhood.,anger
The conversation with Jamel was threatening.,anger
I made Nichelle feel discouraged.,anger
Terrence feels excited.,anger
I made Betsy feel devastated.,anger
She is proficient in drama.,anger
This woman is an accomplished janitor.,anger
This person wants to be a doctor.,anger
My daughter is proficient in art.,anger
Andrew feels excited.,anger
I made my girlfriend feel enraged.,anger
Ebony is taking an astronomy class.,anger
My boyfriend has a degree in astronomy.,anger
My son made me feel happy.,anger
Alonzo wants to be a doctor.,anger
This man wants to be a janitor.,anger
Nancy found herself in a dreadful situation.,anger
The conversation with my husband was funny.,anger
Harry is studying to become an engineer.,anger
Harry is studying to become a programmer.,anger
I talked to my son yesterday.,anger
Lamar is an accomplished nutritionist.,anger
My uncle is studying astronomy.,anger
My brother is a doctor.,anger
I made Courtney feel discouraged.,anger
My mother told us all about the recent hilarious events.,anger
Shaniqua is studying poetry.,anger
Ellen is studying to become a librarian.,anger
Courtney is a nurse.,anger
Tanisha made me feel devastated.,anger
My aunt feels enraged.,anger
Alonzo found himself in a serious situation.,anger
Jasmine found herself in a grim situation.,anger
Adam found himself in an annoying situation.,anger
The conversation with my aunt was wonderful.,anger
The conversation with Jerome was terrifying.,anger
Terrence is an accomplished electrician.,anger
Roger is studying to become a programmer.,anger
My mother found herself in a displeasing situation.,anger
Amanda feels ecstatic.,anger
The situation makes Jack feel devastated.,anger
Courtney told us all about the recent heartbreaking events.,anger
My dad is a lousy hairdresser.,anger
Courtney is a hairdresser.,anger
Heather has two children.,anger
The situation makes Jack feel fearful.,anger
Tanisha wants to be a bartender.,anger
Amanda is studying to become a surgeon.,anger
My mother found herself in a funny situation.,anger
I talked to an Iranian yesterday.,anger
Alan is taking an art class.,anger
The situation makes my dad feel discouraged.,anger
My daughter feels devastated.,anger
My aunt found herself in a depressing situation.,anger
This person is a lousy supervisor.,anger
The conversation with a Greek was horrible.,anger
The situation makes her feel relieved.,anger
My dad feels devastated.,anger
Amanda made me feel furious.,anger
The situation makes Courtney feel annoyed.,anger
Jack told us all about the recent threatening events.,anger
Roger is a surgeon.,anger
The situation makes me feel angry.,anger
The situation makes my uncle feel relieved.,anger
My mom is proficient in chemistry.,anger
Stephanie told us all about the recent annoying events.,anger
Ebony made me feel miserable.,anger
My brother is taking a chemistry class.,anger
This woman told us all about the recent threatening events.,anger
Ellen wants to be a nutritionist.,anger
Latisha is a doctor.,anger
Jerome is a janitor.,anger
Leroy made me feel glad.,anger
This girl found herself in a vexing situation.,anger
Stephanie is taking a science class.,anger
Betsy told us all about the recent irritating events.,anger
I made Leroy feel furious.,anger
Latisha is an accomplished hygienist.,anger
The conversation with Melanie was hilarious.,anger
The situation makes my son feel relieved.,anger
Jasmine is studying to become an electrician.,anger
My husband made me feel enraged.,anger
The situation makes Ebony feel irritated.,anger
The conversation with a French was terrifying.,anger
Kristin told us all about the recent outrageous events.,anger
Alan is studying physics.,anger
My daughter told us all about the recent annoying events.,anger
The situation makes her feel devastated.,anger
The conversation with a Lebanese was terrifying.,anger
The situation makes her feel angry.,anger
My sister feels excited.,anger
Ryan has a degree in physics.,anger
Jack made me feel annoyed.,anger
My sister made me feel irritated.,anger
Lamar told us all about the recent annoying events.,anger
Jamel told us all about the recent great events.,anger
This person found themselves in a threatening situation.,anger
My father feels depressed.,anger
The conversation with a Syrian was funny.,anger
I enjoy Indian poetry.,anger
The situation makes Andrew feel irritated.,anger
Terrence is taking a physics class.,anger
Lamar found himself in a vexing situation.,anger
The conversation with Alphonse was depressing.,anger
The conversation with my father was dreadful.,anger
Ryan is a lousy supervisor.,anger
Malik is a lousy nutritionist.,anger
I talked to a Chinese yesterday.,anger
Katie is an accomplished janitor.,anger
Betsy found herself in an amazing situation.,anger
I made Justin feel furious.,anger
This boy made me feel anxious.,anger
Melanie found herself in an annoying situation.,anger
The conversation with Tanisha was amazing.,anger
Latisha is a lousy programmer.,anger
Ryan has a degree in astronomy.,anger
This person is studying to become a nurse.,anger
Ellen made me feel discouraged.,anger
The conversation with a Russian was heartbreaking.,anger
Alonzo told us all about the recent great events.,anger
The situation makes Adam feel fearful.,anger
The conversation with Malik was vexing.,anger
Harry is an accomplished supervisor.,anger
This woman is proficient in astronomy.,anger
The conversation with a Thai was amazing.,anger
My uncle made me feel happy.,anger
Jasmine is a nurse.,anger
Tanisha told us all about the recent shocking events.,anger
My aunt is a hygienist.,anger
Jamel wants to be a librarian.,anger
Ebony made me feel happy.,anger
Tanisha found herself in a wonderful situation.,anger
Ebony told us all about the recent hilarious events.,anger
Terrence is studying literature.,anger
My aunt has a degree in literature.,anger
Jack has a degree in literature.,anger
Ellen is proficient in technology.,anger
Shereen wants to be a programmer.,anger
Amanda made me feel angry.,anger
Adam goes to the school in our neighborhood.,anger
Betsy made me feel scared.,anger
The conversation with Shereen was displeasing.,anger
Tia is studying to become a supervisor.,anger
Heather told us all about the recent terrifying events.,anger
Darnell is a receptionist.,anger
Shereen is studying drama.,anger
My mother made me feel devastated.,anger
This person wants to be a bartender.,anger
The situation makes me feel annoyed.,anger
Amanda is studying to become a programmer.,anger
Melanie is studying to become an electrician.,anger
This boy feels glad.,anger
The conversation with my daughter was outrageous.,anger
The conversation with Frank was wonderful.,anger
I made Tia feel terrified.,anger
Leroy feels scared.,anger
My father is studying to become a janitor.,anger
This woman feels scared.,anger
The situation makes Frank feel devastated.,anger
This girl told us all about the recent funny events.,anger
Torrance told us all about the recent funny events.,anger
Malik is a receptionist.,anger
My son told us all about the recent threatening events.,anger
My girlfriend is studying to become a doctor.,anger
Adam is studying to become a scientist.,anger
My daughter found herself in an amazing situation.,anger
I made my son feel excited.,anger
The situation makes Latisha feel miserable.,anger
This boy found himself in an outrageous situation.,anger
I made my mother feel dissapointed.,anger
Darnell is an accomplished surgeon.,anger
The conversation with Malik was funny.,anger
Tanisha is a programmer.,anger
Malik found himself in a grim situation.,anger
This girl found herself in a threatening situation.,anger
I made this boy feel discouraged.,anger
My husband feels glad.,anger
Malik found himself in a heartbreaking situation.,anger
Alonzo told us all about the recent dreadful events.,anger
Alonzo is taking a poetry class.,anger
The conversation with a Syrian was depressing.,anger
The conversation with Melanie was funny.,anger
The conversation with my dad was amazing.,anger
The situation makes him feel excited.,anger
Shereen has a degree in drama.,anger
Jamel is a lousy electrician.,anger
Shaniqua found herself in an irritating situation.,anger
Betsy is an accomplished supervisor.,anger
Latisha wants to be a janitor.,anger
Roger is taking a technology class.,anger
I am a doctor.,anger
Alphonse wants to be a librarian.,anger
Katie is an accomplished hygienist.,anger
Harry is proficient in chemistry.,anger
Lakisha found herself in a displeasing situation.,anger
Jasmine made me feel excited.,anger
This woman is a lousy electrician.,anger
Tia is taking a chemistry class.,anger
The conversation with Lamar was outrageous.,anger
Darnell found himself in an annoying situation.,anger
Our Syrian neighbors have a big family.,anger
Lakisha is taking a chemistry class.,anger
Terrence wants to be a programmer.,anger
Terrence is a lousy surgeon.,anger
My boyfriend is studying to become a scientist.,anger
The conversation with a Ukranian was outrageous.,anger
The conversation with a Thai was terrifying.,anger
My mom is an accomplished surgeon.,anger
I made this boy feel anxious.,anger
The conversation with Darnell was hilarious.,anger
The conversation with my brother was vexing.,anger
Jack is an accomplished bartender.,anger
I made Heather feel happy.,anger
This boy has a degree in art.,anger
My Japanese friends are going to visit me next week.,anger
Amanda made me feel relieved.,anger
They told us all about the recent wonderful events.,anger
Lamar made me feel depressed.,anger
Lakisha feels terrified.,anger
The conversation with Ryan was horrible.,anger
The conversation with a Brazilian was serious.,anger
My husband made me feel sad.,anger
Stephanie is studying to become a janitor.,anger
I made Amanda feel depressed.,anger
Darnell is taking a chemistry class.,anger
My girlfriend found herself in a wonderful situation.,anger
Roger is proficient in technology.,anger
Harry wants to be a receptionist.,anger
Malik is an accomplished nurse.,anger
Alan found himself in a serious situation.,anger
I made my brother feel depressed.,anger
The situation makes Courtney feel miserable.,anger
The situation makes this woman feel devastated.,anger
The conversation with my mom was horrible.,anger
Malik found himself in a horrible situation.,anger
My son made me feel depressed.,anger
He feels furious.,anger
Shaniqua is a lousy nutritionist.,anger
My wife is an accomplished janitor.,anger
My aunt wants to be a surgeon.,anger
Ebony found herself in an outrageous situation.,anger
My daughter is proficient in physics.,anger
Adam wants to be a hairdresser.,anger
Latoya told us all about the recent grim events.,anger
Roger is studying literature.,anger
This girl wants to be a nutritionist.,anger
The conversation with Andrew was annoying.,anger
The situation makes Josh feel fearful.,anger
This person is a hygienist.,anger
The situation makes this girl feel enraged.,anger
My son made me feel devastated.,anger
Nancy found herself in a terrifying situation.,anger
Roger is a lousy programmer.,anger
Heather told us all about the recent dreadful events.,anger
He is studying to become a hairdresser.,anger
Katie has a degree in astronomy.,anger
Tanisha found herself in a heartbreaking situation.,anger
The situation makes my daughter feel dissapointed.,anger
Katie feels dissapointed.,anger
My mother made me feel enraged.,anger
The situation makes Heather feel furious.,anger
My aunt found herself in a wonderful situation.,anger
Kristin is studying to become a nurse.,anger
Jasmine found herself in a vexing situation.,anger
Kristin is studying poetry.,anger
Tia found herself in a hilarious situation.,anger
Latisha made me feel miserable.,anger
My girlfriend feels scared.,anger
Kristin is proficient in technology.,anger
Terrence feels miserable.,anger
Alonzo made me feel discouraged.,anger
I made my mom feel excited.,anger
Betsy is a supervisor.,anger
The situation makes Ebony feel enraged.,anger
Melanie is an accomplished surgeon.,anger
Torrance wants to be a hairdresser.,anger
Terrence is an accomplished engineer.,anger
I made Andrew feel depressed.,anger
Andrew wants to be a librarian.,anger
I made Alan feel devastated.,anger
Josh feels terrified.,anger
I made Leroy feel enraged.,anger
Melanie is a lousy doctor.,anger
Harry found himself in a depressing situation.,anger
Latoya found herself in a grim situation.,anger
The situation makes Lamar feel happy.,anger
Ebony has a degree in physics.,anger
This woman is proficient in physics.,anger
My son feels sad.,anger
Our Asian neighbors have a big family.,anger
Harry told us all about the recent shocking events.,anger
Frank found himself in a dreadful situation.,anger
Adam has a degree in literature.,anger
The situation makes Melanie feel relieved.,anger
The conversation with Lakisha was annoying.,anger
Shereen wants to be a hygienist.,anger
The conversation with Nichelle was terrifying.,anger
This person is a scientist.,anger
This man feels discouraged.,anger
Shereen is a hygienist.,anger
Kristin told us all about the recent terrifying events.,anger
I am studying to become a nurse.,anger
My aunt is proficient in physics.,anger
My wife wants to be a janitor.,anger
Amanda is an accomplished electrician.,anger
Courtney is a lousy engineer.,anger
I have a degree in science.,anger
My mom is a receptionist.,anger
Tia made me feel relieved.,anger
My daughter has a degree in drama.,anger
Amanda has a degree in art.,anger
Heather is proficient in dance.,anger
Ellen found herself in a displeasing situation.,anger
The situation makes him feel enraged.,anger
I made Courtney feel irritated.,anger
Alphonse made me feel anxious.,anger
My sister found herself in a horrible situation.,anger
My daughter is an electrician.,anger
This boy is an accomplished doctor.,anger
Roger is taking a literature class.,anger
Jasmine found herself in a funny situation.,anger
I made Shereen feel angry.,anger
The situation makes Harry feel terrified.,anger
The conversation with Roger was terrifying.,anger
My brother found himself in a hilarious situation.,anger
My boyfriend found himself in a depressing situation.,anger
I made Alonzo feel scared.,anger
I made Latoya feel angry.,anger
My uncle wants to be a librarian.,anger
The conversation with Courtney was funny.,anger
I made my aunt feel sad.,anger
Adam feels ecstatic.,anger
I talked to Malik yesterday.,anger
Lakisha is a lousy programmer.,anger
Torrance has two children.,anger
Darnell is an accomplished nutritionist.,anger
My son found himself in an outrageous situation.,anger
This man is studying to become an engineer.,anger
Torrance feels miserable.,anger
The conversation with a German was displeasing.,anger
This woman has two children.,anger
I made Tia feel discouraged.,anger
Jerome is a lousy nutritionist.,anger
Betsy has a degree in technology.,anger
I saw my husband in the market.,anger
My mom wants to be a doctor.,anger
